SpNo,Latitude,Longitude
555,-35.53234863,144.96730042
555,-35.53194046,149.07670593
555,-35.53194046,149.07780457
555,-35.53139114,149.08250427
555,-35.53110886,149.08059692
555,-35.53106000,143.89136000
555,-35.53083038,149.07359314
555,-35.53083038,149.07670593
555,-35.53083038,149.07699585
555,-35.53083038,149.07719421
555,-35.53055954,149.07780457
555,-35.53028107,149.07530212
555,-35.52999878,149.07940674
555,-35.52917099,144.96640015
555,-35.52917099,149.07829285
555,-35.52888870,149.07919312
555,-35.52777863,149.04890442
555,-35.52693939,149.05279541
555,-35.52639008,149.05419922
555,-35.52568054,144.96409607
555,-35.52528000,149.05389404
555,-35.52500153,149.07220459
555,-35.52350000,143.20964000
555,-35.52222061,148.90859985
555,-35.52104950,144.96249390
555,-35.52083969,147.62860107
555,-35.52082825,149.14579773
555,-35.52082825,149.24719238
555,-35.51990891,144.96130371
555,-35.51889038,149.07560730
555,-35.51720047,147.34759521
555,-35.51649094,147.37440491
555,-35.50999832,149.06080627
555,-35.50833893,147.63830566
555,-35.50799179,143.98789978
555,-35.50684000,142.95964000
555,-35.50627136,147.65499878
555,-35.50619888,147.36090088
555,-35.50582886,149.26390076
555,-35.50365829,147.37339783
555,-35.50310898,147.36039734
555,-35.50255966,147.36959839
555,-35.50193024,147.36309814
555,-35.50165176,147.36079407
555,-35.50165176,147.36109924
555,-35.50159073,147.36279297
555,-35.50146103,147.36129761
555,-35.50000000,138.46666700
555,-35.50000000,138.50000000
555,-35.50000000,138.50000000
555,-35.50000000,141.50000000
555,-35.50000000,142.00000000
555,-35.50000000,142.01666700
555,-35.50000000,142.08333300
555,-35.50000000,142.50000000
555,-35.50000000,142.50000000
555,-35.50000000,143.50000000
555,-35.50000000,143.50000000
555,-35.50000000,144.50000000
555,-35.50000000,144.50000000
555,-35.50000000,144.91666700
555,-35.50000000,145.50000000
555,-35.50000000,145.50000000
555,-35.50000000,146.50000000
555,-35.50000000,146.50000000
555,-35.50000000,147.50000000
555,-35.50000000,147.50000000
555,-35.50000000,149.00000000
555,-35.50000000,149.08333300
555,-35.50000000,149.50000000
555,-35.49805069,149.04359436
555,-35.49721909,149.04440308
555,-35.49695969,148.99549866
555,-35.49666977,149.04499817
555,-35.49610901,149.04469299
555,-35.49597931,144.94610596
555,-35.49332809,149.04530334
555,-35.49087143,144.81340027
555,-35.49041000,143.85366000
555,-35.48500061,149.04640198
555,-35.48369980,147.03199768
555,-35.48333333,149.03333333
555,-35.48332977,149.02079773
555,-35.48249817,148.93890381
555,-35.48186111,146.19259644
555,-35.47688000,141.98515000
555,-35.47499847,143.44689941
555,-35.47499847,149.45750427
555,-35.47351000,141.97632000
555,-35.47351000,142.79298000
555,-35.47350000,143.10964000
555,-35.47350000,143.45963000
555,-35.47295000,143.45968000
555,-35.47284000,143.46519000
555,-35.47166824,143.44140625
555,-35.47111130,143.46189880
555,-35.46944046,149.04440308
555,-35.46694946,149.04310608
555,-35.46667099,149.03889465
555,-35.46666700,143.60000000
555,-35.46583176,149.03829956
555,-35.46332932,149.03889465
555,-35.46221924,149.04029846
555,-35.45999908,149.03829956
555,-35.45949173,147.60800171
555,-35.45866013,146.68930054
555,-35.45684000,142.69298000
555,-35.45341000,141.87136000
555,-35.45038986,144.78500366
555,-35.45000000,138.31666700
555,-35.44881000,141.99913000
555,-35.44805908,148.82530212
555,-35.44633102,147.60650635
555,-35.44613000,141.99689000
555,-35.44611000,141.99556000
555,-35.44472885,147.61129761
555,-35.44437027,147.60879517
555,-35.44422913,147.61039734
555,-35.44403076,147.60659790
555,-35.44297028,147.61099243
555,-35.44255066,147.61079407
555,-35.44255066,147.61239624
555,-35.44218063,147.61149597
555,-35.44218063,147.61219788
555,-35.44166183,147.61210632
555,-35.44157028,147.61320496
555,-35.44136047,147.61140442
555,-35.44031143,147.60800171
555,-35.44020844,147.61149597
555,-35.44017000,143.07631000
555,-35.43980000,141.99902000
555,-35.43978119,147.61149597
555,-35.43976974,147.60960388
555,-35.43959045,147.60969543
555,-35.43957901,147.61309814
555,-35.43928909,147.61059570
555,-35.43927002,144.91580200
555,-35.43838882,147.61360168
555,-35.43272000,142.00395000
555,-35.42753983,149.34629822
555,-35.42329025,144.86439514
555,-35.42269897,147.44009399
555,-35.42267990,147.44200134
555,-35.42257000,143.45484000
555,-35.42232895,147.44039917
555,-35.42221069,147.44009399
555,-35.42216873,147.44169617
555,-35.42213058,147.44140625
555,-35.42211914,147.43949890
555,-35.42203903,147.43949890
555,-35.42200089,149.20889282
555,-35.42197037,147.43870544
555,-35.42187881,147.44050598
555,-35.42181015,147.43899536
555,-35.42171097,147.44270325
555,-35.42148972,147.44169617
555,-35.42139053,147.44250488
555,-35.42010880,147.43589783
555,-35.41978073,147.43600464
555,-35.41936000,141.95939000
555,-35.41907120,147.43629456
555,-35.41907120,147.43690491
555,-35.41905975,147.43679810
555,-35.41862869,147.43600464
555,-35.41851044,147.43699646
555,-35.41817093,147.43609619
555,-35.41666700,138.41666700
555,-35.41666700,138.73333300
555,-35.41666700,138.75000000
555,-35.41666700,138.75000000
555,-35.41666700,141.25000000
555,-35.41666700,141.91666700
555,-35.41666700,141.91666700
555,-35.41666700,142.08333300
555,-35.41666700,142.25000000
555,-35.41666700,142.25000000
555,-35.41666700,142.91666700
555,-35.41666700,143.08333300
555,-35.41666700,143.25000000
555,-35.41666700,143.41666700
555,-35.41666700,143.58333300
555,-35.41666700,143.75000000
555,-35.41666700,143.91666700
555,-35.41666700,144.08333300
555,-35.41666700,144.08333300
555,-35.41666700,144.25000000
555,-35.41666700,144.25000000
555,-35.41666700,144.41666700
555,-35.41666700,144.58333300
555,-35.41666700,144.75000000
555,-35.41666700,144.91666700
555,-35.41666700,145.08333300
555,-35.41666700,145.25000000
555,-35.41666700,145.41666700
555,-35.41666700,145.58333300
555,-35.41666700,145.75000000
555,-35.41666700,145.75000000
555,-35.41666700,145.91666700
555,-35.41666700,146.08333300
555,-35.41666700,146.25000000
555,-35.41666700,146.41666700
555,-35.41666700,146.58333300
555,-35.41666700,146.75000000
555,-35.41666700,147.25000000
555,-35.41666700,147.41666700
555,-35.41666700,147.58333300
555,-35.41666700,147.75000000
555,-35.41666700,148.25000000
555,-35.41666700,148.41666700
555,-35.41666700,148.91666700
555,-35.41666700,149.08333300
555,-35.41666700,149.08333300
555,-35.41666700,149.25000000
555,-35.41666700,149.58333300
555,-35.41666700,149.91666700
555,-35.41666700,149.91666700
555,-35.41555000,138.73060000
555,-35.41429000,138.73660000
555,-35.41294000,141.97556000
555,-35.41249847,147.35159302
555,-35.41164017,147.37240601
555,-35.41120148,149.25770569
555,-35.41114044,147.44439697
555,-35.41020966,147.44349670
555,-35.41011047,147.44419861
555,-35.41003036,147.44430542
555,-35.40996170,147.44439697
555,-35.40993118,147.44340515
555,-35.40985870,147.44560242
555,-35.40972900,147.43679810
555,-35.40945053,147.44520569
555,-35.40929031,147.44470215
555,-35.40917969,147.44320679
555,-35.40916824,147.44470215
555,-35.40914917,147.44470215
555,-35.40906143,147.43479919
555,-35.40906143,147.43620300
555,-35.40906143,148.12229919
555,-35.40903091,147.43550110
555,-35.40887833,147.43600464
555,-35.40887070,147.44290161
555,-35.40879059,147.44450378
555,-35.40876007,147.44560242
555,-35.40871048,147.44520569
555,-35.40864182,147.44340515
555,-35.40848160,147.43490601
555,-35.40837097,147.34579468
555,-35.40835953,147.43539429
555,-35.40834045,147.44309998
555,-35.40824127,147.43479919
555,-35.40821838,147.43530273
555,-35.40802002,147.43640137
555,-35.40755844,145.05070496
555,-35.40750885,147.43659973
555,-35.40697098,147.43550110
555,-35.40688000,141.98794000
555,-35.40687943,147.43629456
555,-35.40673065,147.43600464
555,-35.40673065,147.43659973
555,-35.40663910,147.43519592
555,-35.40663910,147.43629456
555,-35.40652084,147.43600464
555,-35.40628815,147.43539429
555,-35.40625000,147.43510437
555,-35.40391922,147.35470581
555,-35.40274048,147.35310364
555,-35.40248108,145.86050415
555,-35.40247000,143.33203000
555,-35.40224075,147.35380554
555,-35.40203094,147.35440063
555,-35.40198898,147.36810303
555,-35.40124893,147.35409546
555,-35.40116119,147.35639954
555,-35.40108871,147.36779785
555,-35.40108109,147.35580444
555,-35.40023041,147.35350037
555,-35.39928055,147.35350037
555,-35.39920044,147.35479736
555,-35.39583969,149.06250000
555,-35.39527130,147.35569763
555,-35.39524078,147.36669922
555,-35.39492035,146.35040283
555,-35.39395905,148.19250488
555,-35.39392853,147.35130310
555,-35.39358139,147.35229492
555,-35.39324951,147.35150146
555,-35.39323044,147.35180664
555,-35.39313889,147.35690308
555,-35.39311000,142.08103000
555,-35.39302826,147.35130310
555,-35.39228821,147.35420227
555,-35.39210892,147.35620117
555,-35.39205933,147.35789490
555,-35.39115906,147.37330627
555,-35.39113998,147.36039734
555,-35.39018000,141.92632000
555,-35.38993835,147.36070251
555,-35.38956070,147.37120056
555,-35.38928986,147.37210083
555,-35.38887024,147.44850159
555,-35.38867188,147.36959839
555,-35.38859177,147.36929321
555,-35.38846970,147.36889648
555,-35.38845825,147.36999512
555,-35.38785934,147.44999695
555,-35.38700867,147.44999695
555,-35.38600922,147.45120239
555,-35.38576889,147.36669922
555,-35.38565826,147.45010376
555,-35.38531876,147.36680603
555,-35.38497162,147.45260620
555,-35.38333893,144.69909668
555,-35.38333300,138.83333300
555,-35.38222885,147.34350586
555,-35.37947083,147.36109924
555,-35.37847137,147.44999695
555,-35.37836075,147.44909668
555,-35.37836075,147.44979858
555,-35.37815094,147.44729614
555,-35.37796021,147.44670105
555,-35.37778854,147.45069885
555,-35.37778091,149.16110229
555,-35.37767029,147.36000061
555,-35.37733841,147.44799805
555,-35.37723160,147.44970703
555,-35.37712860,147.44999695
555,-35.37686157,147.44859314
555,-35.37643051,147.44859314
555,-35.37583160,149.15640259
555,-35.37406921,145.21659851
555,-35.37390137,147.70460510
555,-35.37327957,147.35360718
555,-35.37319183,147.35229492
555,-35.37255096,147.35360718
555,-35.37224960,147.36439514
555,-35.37137985,147.35450745
555,-35.37042999,147.36880493
555,-35.36973190,147.33149719
555,-35.36811829,147.35000610
555,-35.36716080,147.70120239
555,-35.36685944,147.35609436
555,-35.36666700,138.61666700
555,-35.36666107,149.15919495
555,-35.36624908,145.13200378
555,-35.36595917,147.35560608
555,-35.36576000,142.20724000
555,-35.36542130,145.12429810
555,-35.36457062,145.00140381
555,-35.36397171,147.35650635
555,-35.36265182,147.34100342
555,-35.36249161,147.34170532
555,-35.36241150,147.33630371
555,-35.36143875,147.36099243
555,-35.36054993,149.13639832
555,-35.36053848,147.35989380
555,-35.36053085,147.36210632
555,-35.36027145,147.37530518
555,-35.36000061,149.13000488
555,-35.35988998,147.36210632
555,-35.35923004,145.50410461
555,-35.35916901,149.13890076
555,-35.35783005,147.36210632
555,-35.35736084,145.12899780
555,-35.35721970,149.13720703
555,-35.35684000,142.20965000
555,-35.35684000,143.04297000
555,-35.35639191,144.27070618
555,-35.35625076,144.27890015
555,-35.35592000,142.19939000
555,-35.35417175,149.28140259
555,-35.35290909,147.35000610
555,-35.35020828,145.59790039
555,-35.35015106,145.53520203
555,-35.35000000,146.16666700
555,-35.34986115,144.58200073
555,-35.34683990,145.59939575
555,-35.34638977,145.59770203
555,-35.34627151,145.59739685
555,-35.34569168,145.54020691
555,-35.34490967,147.34680176
555,-35.34486008,145.52999878
555,-35.34434891,147.34660339
555,-35.34423065,145.54739380
555,-35.34389877,147.34660339
555,-35.34373856,144.59979248
555,-35.34344101,147.34809875
555,-35.34339905,144.59240723
555,-35.34046936,148.20399475
555,-35.34017000,143.37630000
555,-35.34011078,148.22059631
555,-35.33610916,148.98190308
555,-35.33610916,149.58470154
555,-35.33583069,148.98359680
555,-35.33555984,148.98309326
555,-35.33528137,148.99279785
555,-35.33472061,148.99719238
555,-35.33444977,148.98449707
555,-35.33433151,145.10440063
555,-35.33388901,148.98309326
555,-35.33335000,142.18232000
555,-35.33333300,143.55000000
555,-35.33332825,148.98609924
555,-35.33306122,148.98640442
555,-35.33277893,148.98609924
555,-35.33192062,145.10969543
555,-35.33140945,148.22680664
555,-35.33055115,148.98750305
555,-35.33000183,148.97999573
555,-35.32833099,149.20390320
555,-35.32818985,145.38400269
555,-35.32778168,149.20419312
555,-35.32722092,149.20640564
555,-35.32712936,145.28900146
555,-35.32638931,149.20689392
555,-35.32638931,149.20970154
555,-35.32611084,149.20530701
555,-35.32582855,149.19889832
555,-35.32555008,149.20719910
555,-35.32527924,149.19889832
555,-35.32527924,149.19889832
555,-35.32521820,145.29229736
555,-35.32500076,149.19720459
555,-35.32500076,149.19999695
555,-35.32500076,149.20829773
555,-35.32500076,149.20970154
555,-35.32500076,149.21110535
555,-35.32444000,149.10139465
555,-35.32434082,145.29870605
555,-35.32378006,148.94909668
555,-35.32360840,149.20559692
555,-35.32305908,149.20669556
555,-35.32305908,149.20970154
555,-35.32278061,149.20939636
555,-35.32271957,148.19369507
555,-35.32249832,149.19920349
555,-35.32249832,149.20750427
555,-35.32249832,149.20809937
555,-35.32221985,149.20779419
555,-35.32221985,149.20860291
555,-35.32221985,149.20919800
555,-35.32083893,148.96890259
555,-35.32083893,149.20860291
555,-35.31306076,149.21110535
555,-35.31111145,146.93499756
555,-35.31040955,144.42370605
555,-35.30992889,145.16439819
555,-35.30945969,147.90409851
555,-35.30846000,138.79280000
555,-35.30513000,144.42010498
555,-35.30471039,144.42080688
555,-35.30207062,144.43009949
555,-35.30134964,144.46890259
555,-35.30000000,139.03333300
555,-35.30000000,149.10001000
555,-35.29930115,146.13619995
555,-35.29883957,146.93400574
555,-35.29804993,149.10920715
555,-35.29513931,147.35000610
555,-35.29244995,145.51530457
555,-35.29225922,148.67449951
555,-35.29166031,147.71090698
555,-35.29122925,147.71229553
555,-35.29119110,147.71159363
555,-35.29096985,147.71560669
555,-35.29082870,147.71270752
555,-35.29077911,147.71130371
555,-35.29074097,147.71519470
555,-35.29040909,147.71200562
555,-35.29022980,147.71310425
555,-35.29019000,141.29299000
555,-35.28987885,147.71139526
555,-35.28945923,147.70840454
555,-35.28945923,147.71420288
555,-35.28942871,147.70869446
555,-35.28942871,147.70979309
555,-35.28942108,147.71299744
555,-35.28931046,147.71299744
555,-35.28921890,147.71330261
555,-35.28921127,147.71510315
555,-35.28916168,147.70179749
555,-35.28911972,147.71229553
555,-35.28895950,147.71549988
555,-35.28890991,147.70979309
555,-35.28889847,147.70230103
555,-35.28881073,147.70919800
555,-35.28858185,147.71389771
555,-35.28845978,147.70309448
555,-35.28824997,147.71719360
555,-35.28808975,147.70770264
555,-35.28797913,147.70710754
555,-35.28781128,147.70309448
555,-35.28778839,147.70210266
555,-35.28778076,147.71629333
555,-35.28775024,147.71369934
555,-35.28773117,147.71789551
555,-35.28770065,147.71299744
555,-35.28765869,147.71740723
555,-35.28749847,147.71699524
555,-35.28738022,147.70889282
555,-35.28722000,148.99560547
555,-35.28718185,147.71780396
555,-35.28717041,147.71229553
555,-35.28704071,147.71670532
555,-35.28702927,147.71640015
555,-35.28683853,147.71589661
555,-35.28612900,147.71369934
555,-35.28610992,149.16250610
555,-35.28575134,147.71389771
555,-35.28556061,149.08889771
555,-35.28530121,147.89349365
555,-35.28422928,146.16090393
555,-35.28333333,138.76666667
555,-35.28333333,149.21666667
555,-35.28333300,147.06666700
555,-35.28332901,149.21670532
555,-35.28231049,147.58329773
555,-35.28142929,147.70280457
555,-35.28113174,147.70249939
555,-35.28054047,147.70269775
555,-35.28047943,147.70239258
555,-35.28041840,147.70210266
555,-35.28041077,147.70199585
555,-35.28033829,147.70190430
555,-35.28026962,147.70280457
555,-35.28020859,147.70260620
555,-35.28007126,147.70210266
555,-35.27965927,147.70140076
555,-35.27922058,147.58320618
555,-35.27896118,147.85659790
555,-35.27883911,147.70060730
555,-35.27882004,146.13009644
555,-35.27882004,146.16360474
555,-35.27873993,147.69949341
555,-35.27872086,146.14669800
555,-35.27859116,147.69940186
555,-35.27853012,147.69850159
555,-35.27845001,147.58450317
555,-35.27833176,149.17720032
555,-35.27830124,147.70010376
555,-35.27822876,147.58219910
555,-35.27820969,147.70100403
555,-35.27819824,147.63479614
555,-35.27814102,147.63450623
555,-35.27809906,147.07260132
555,-35.27798080,147.67599487
555,-35.27796936,147.67790222
555,-35.27791977,147.69929504
555,-35.27769089,147.58399963
555,-35.27769089,147.73449707
555,-35.27762985,147.67720032
555,-35.27762985,147.70010376
555,-35.27759171,147.69909668
555,-35.27750015,147.58270264
555,-35.27735901,147.69659424
555,-35.27685928,147.69859314
555,-35.27679062,147.69830322
555,-35.27677917,147.58419800
555,-35.27674866,147.69659424
555,-35.27674103,147.63740540
555,-35.27671051,147.58279419
555,-35.27661896,147.58410645
555,-35.27661896,147.69549561
555,-35.27632141,147.69630432
555,-35.27629852,147.07150269
555,-35.27629852,147.07260132
555,-35.27619171,147.58439636
555,-35.27603149,147.69509888
555,-35.27600861,147.63009644
555,-35.27600098,147.69850159
555,-35.27597046,147.69590759
555,-35.27589035,147.69479370
555,-35.27579117,147.69610596
555,-35.27573013,147.69799805
555,-35.27568054,147.58610535
555,-35.27566910,146.13160706
555,-35.27544022,147.58630371
555,-35.27539063,147.08140564
555,-35.27524948,147.63180542
555,-35.27502823,147.58219910
555,-35.27476883,147.58279419
555,-35.27473068,147.62959290
555,-35.27463150,148.15310669
555,-35.27462006,147.63209534
555,-35.27452850,147.62980652
555,-35.27445984,147.68460083
555,-35.27444077,149.08470154
555,-35.27433014,147.58520508
555,-35.27429962,147.68479919
555,-35.27405930,147.58329773
555,-35.27394104,147.62930298
555,-35.27394104,147.68769836
555,-35.27383041,147.68589783
555,-35.27383041,147.68649292
555,-35.27381897,147.68559265
555,-35.27379990,147.68659973
555,-35.27354050,147.58360291
555,-35.27350000,143.32630000
555,-35.27333069,149.05999756
555,-35.27330017,147.68479919
555,-35.27323151,147.68730164
555,-35.27322006,147.58410645
555,-35.27317810,146.15690613
555,-35.27305984,147.85020447
555,-35.27302000,143.36019000
555,-35.27301025,147.68670654
555,-35.27297974,147.68679810
555,-35.27286911,147.86019897
555,-35.27262878,147.68980408
555,-35.27257919,146.13189697
555,-35.27256012,147.69000244
555,-35.27254868,147.69009399
555,-35.27244186,146.15119934
555,-35.27207947,147.68980408
555,-35.27204895,147.85890198
555,-35.27204132,147.85890198
555,-35.27182007,148.15339661
555,-35.27175903,147.68919373
555,-35.27159882,147.63200378
555,-35.27127075,147.69129944
555,-35.27125931,147.69129944
555,-35.27111053,149.07749939
555,-35.27080154,147.69020081
555,-35.27080154,147.69030762
555,-35.27077103,147.69059753
555,-35.27075958,147.69129944
555,-35.27072906,147.69099426
555,-35.27056885,147.68940735
555,-35.27051926,147.68989563
555,-35.27037048,147.63049316
555,-35.27037048,147.86019897
555,-35.27033997,147.69050598
555,-35.27032089,147.68930054
555,-35.27027130,147.68960571
555,-35.27014923,147.68940735
555,-35.27014923,147.69070435
555,-35.27008820,147.69090271
555,-35.26990128,147.69000244
555,-35.26987839,147.69149780
555,-35.26966858,146.14190674
555,-35.26963043,147.69180298
555,-35.26911926,147.68890381
555,-35.26887131,146.14140320
555,-35.26881027,147.68850708
555,-35.26858902,147.08279419
555,-35.26750183,149.02470398
555,-35.26721954,149.02439880
555,-35.26676178,147.86160278
555,-35.26666700,138.76666700
555,-35.26666667,149.01666667
555,-35.26663971,147.08259583
555,-35.26638031,147.07369995
555,-35.26610947,149.02580261
555,-35.26583099,149.02439880
555,-35.26515961,147.87130737
555,-35.26506042,147.68940735
555,-35.26483917,147.68899536
555,-35.26456833,147.07589722
555,-35.26456070,147.68789673
555,-35.26430130,147.68750000
555,-35.26414108,148.16380310
555,-35.26401138,147.68730164
555,-35.26396942,147.68910217
555,-35.26374817,147.68809509
555,-35.26367188,147.07479858
555,-35.26348114,147.68800354
555,-35.26316833,148.15460205
555,-35.26277161,147.07479858
555,-35.26271057,147.07470703
555,-35.26232910,147.86360168
555,-35.26219177,147.85490417
555,-35.26176071,147.68490601
555,-35.26174927,147.68710327
555,-35.26142120,147.07420349
555,-35.26021957,147.07589722
555,-35.26007843,148.15750122
555,-35.26005936,147.07479858
555,-35.25967026,148.15769958
555,-35.25931931,147.86839294
555,-35.25883102,147.07310486
555,-35.25833893,149.10000610
555,-35.25809860,148.82150269
555,-35.25686000,141.17633000
555,-35.25684000,143.02630000
555,-35.25606918,148.15989685
555,-35.25579071,148.15139771
555,-35.25524139,147.68600464
555,-35.25521000,141.25364000
555,-35.25453949,147.68589783
555,-35.25244904,147.68299866
555,-35.25149918,147.86520386
555,-35.25098038,147.90690613
555,-35.25000000,138.58333300
555,-35.25000000,138.58333300
555,-35.25000000,138.75000000
555,-35.25000000,138.75000000
555,-35.25000000,139.08333300
555,-35.25000000,139.25000000
555,-35.25000000,140.96666700
555,-35.25000000,141.10000000
555,-35.25000000,141.25000000
555,-35.25000000,141.25000000
555,-35.25000000,141.41666700
555,-35.25000000,141.41666700
555,-35.25000000,141.50000000
555,-35.25000000,141.75000000
555,-35.25000000,141.91666700
555,-35.25000000,141.91666700
555,-35.25000000,142.08333300
555,-35.25000000,142.25000000
555,-35.25000000,142.41666700
555,-35.25000000,142.75000000
555,-35.25000000,142.91666700
555,-35.25000000,143.08333300
555,-35.25000000,143.25000000
555,-35.25000000,143.41666700
555,-35.25000000,143.58333300
555,-35.25000000,143.75000000
555,-35.25000000,143.91666700
555,-35.25000000,144.08333300
555,-35.25000000,144.25000000
555,-35.25000000,144.25000000
555,-35.25000000,144.41666700
555,-35.25000000,144.58333300
555,-35.25000000,144.75000000
555,-35.25000000,144.75000000
555,-35.25000000,145.08333300
555,-35.25000000,145.25000000
555,-35.25000000,145.41666700
555,-35.25000000,145.58333300
555,-35.25000000,145.75000000
555,-35.25000000,145.91666700
555,-35.25000000,146.08333300
555,-35.25000000,146.25000000
555,-35.25000000,146.58333300
555,-35.25000000,146.75000000
555,-35.25000000,146.91666700
555,-35.25000000,147.08329773
555,-35.25000000,147.08333300
555,-35.25000000,147.08333300
555,-35.25000000,147.25000000
555,-35.25000000,147.25000000
555,-35.25000000,147.41666700
555,-35.25000000,147.58333300
555,-35.25000000,147.75000000
555,-35.25000000,147.91666700
555,-35.25000000,148.25000000
555,-35.25000000,148.58333300
555,-35.25000000,148.91666700
555,-35.25000000,148.91666700
555,-35.25000000,149.00000000
555,-35.25000000,149.08333300
555,-35.25000000,149.08333300
555,-35.25000000,149.25000000
555,-35.25000000,149.25000000
555,-35.25000000,149.41666700
555,-35.25000000,149.58333300
555,-35.25000000,149.75000000
555,-35.25000000,149.75000000
555,-35.25000000,149.91666700
555,-35.25000000,149.91666700
555,-35.25000000,150.08333300
555,-35.25000000,150.08333300
555,-35.25000000,150.41666700
555,-35.24972153,147.68330383
555,-35.24885178,147.31880188
555,-35.24882126,147.68350220
555,-35.24766159,147.31919861
555,-35.24645996,147.89799500
555,-35.24591064,150.47529602
555,-35.24555969,148.95060730
555,-35.24549103,147.89660645
555,-35.24541855,147.90690613
555,-35.24485016,147.90960693
555,-35.24446869,147.90069580
555,-35.24230957,147.90130615
555,-35.24166107,148.98330688
555,-35.24019000,141.19299000
555,-35.24019000,141.25966000
555,-35.24017000,142.92630000
555,-35.23997879,147.91070557
555,-35.23889160,149.00810242
555,-35.23333300,141.38333300
555,-35.23333000,141.21666000
555,-35.23333000,141.25000000
555,-35.23333000,149.10001000
555,-35.23258972,147.77369690
555,-35.23212814,147.86689758
555,-35.23139191,148.14190674
555,-35.22887039,147.86860657
555,-35.22881000,142.94264000
555,-35.22610855,147.87159729
555,-35.22608948,147.87170410
555,-35.22352000,141.47632000
555,-35.22249985,149.26829529
555,-35.22166824,149.26969910
555,-35.22082901,149.22079468
555,-35.21667000,141.25000000
555,-35.21666700,138.55000000
555,-35.21666700,138.86666700
555,-35.21585083,147.98120117
555,-35.21529007,147.99899292
555,-35.21469116,147.98089600
555,-35.21450043,147.99879456
555,-35.21448135,147.97590637
555,-35.21376038,147.97700500
555,-35.21332169,148.00489807
555,-35.21321106,147.99690247
555,-35.21291000,142.16433000
555,-35.21221924,149.16780090
555,-35.21144867,148.00599670
555,-35.21139145,149.18029785
555,-35.21110916,149.17640686
555,-35.21110916,149.17689514
555,-35.21055984,149.17999268
555,-35.20960999,147.99839783
555,-35.20917130,149.17720032
555,-35.20861053,141.37109375
555,-35.20817184,148.00509644
555,-35.20727158,147.96629333
555,-35.20685000,141.27633000
555,-35.20684000,142.12632000
555,-35.20684000,142.20965000
555,-35.20684000,142.90964000
555,-35.20640182,148.00039673
555,-35.20629883,147.96409607
555,-35.20600000,142.90433000
555,-35.20367813,148.00109863
555,-35.20246887,147.99929810
555,-35.20190811,147.99679565
555,-35.20130157,147.99569702
555,-35.20000000,138.96666700
555,-35.20000000,141.60000000
555,-35.19953918,147.98919678
555,-35.19946000,142.15644000
555,-35.19915009,147.99220276
555,-35.19895172,147.99499512
555,-35.19882965,147.99479675
555,-35.19873047,147.98730469
555,-35.19799042,147.98210144
555,-35.19446945,144.03149414
555,-35.19235000,142.14536000
555,-35.19176000,142.14969000
555,-35.19033051,147.96380615
555,-35.19019000,141.37632000
555,-35.19018000,142.14298000
555,-35.19018000,142.17631000
555,-35.19017000,143.10963000
555,-35.18777847,149.18559265
555,-35.18333000,141.31667000
555,-35.18217000,142.17267000
555,-35.18212128,150.06469727
555,-35.18075000,142.16477000
555,-35.18000000,142.20028000
555,-35.17676000,142.17260000
555,-35.17499924,149.15829468
555,-35.17444992,149.05610657
555,-35.17351000,142.17631000
555,-35.17350000,143.24297000
555,-35.17350000,143.29297000
555,-35.17261887,144.69940186
555,-35.16985000,139.10970000
555,-35.16967000,142.15932000
555,-35.16925812,147.61489868
555,-35.16857147,146.00950623
555,-35.16799927,149.86030579
555,-35.16667175,149.14999390
555,-35.16667175,149.15829468
555,-35.16667000,149.25000000
555,-35.16666700,141.70000000
555,-35.16666700,144.16666700
555,-35.16641000,142.18341000
555,-35.16349030,149.86019897
555,-35.16115952,148.11720276
555,-35.16110992,149.06080627
555,-35.16056061,149.05999756
555,-35.16046000,142.18005000
555,-35.15919113,148.11579895
555,-35.15684000,142.34298000
555,-35.15683000,143.07630000
555,-35.15333176,149.63670349
555,-35.15000000,138.91666700
555,-35.15000000,142.65000000
555,-35.14833069,145.77110291
555,-35.14744949,145.77040100
555,-35.14427185,147.30960083
555,-35.14210892,148.60820007
555,-35.13417053,147.37319946
555,-35.13333300,138.76666700
555,-35.13333300,142.48333300
555,-35.13055038,148.66999817
555,-35.12591934,143.70849609
555,-35.12556076,148.67970276
555,-35.12352000,141.25966000
555,-35.12352000,141.49299000
555,-35.12351000,141.79298000
555,-35.11869049,148.67349243
555,-35.11666700,147.36666700
555,-35.11648941,146.77319336
555,-35.11454010,147.29849243
555,-35.11389160,148.67109680
555,-35.11389000,142.00639000
555,-35.11273956,147.29960632
555,-35.11222076,148.68719482
555,-35.11201096,146.78050232
555,-35.11199951,146.77830505
555,-35.11188126,148.68499756
555,-35.11183929,147.29629517
555,-35.11087036,147.44279480
555,-35.11013031,147.30130005
555,-35.10971069,147.29400635
555,-35.10898972,146.77780151
555,-35.10451889,146.42179871
555,-35.10173035,147.36759949
555,-35.10018158,146.45910645
555,-35.10000000,149.41666700
555,-35.09444046,139.08580017
555,-35.09416962,147.46740723
555,-35.09093857,147.30369568
555,-35.09017000,142.82630000
555,-35.09017000,142.87630000
555,-35.08889008,149.30079651
555,-35.08747101,146.44160461
555,-35.08338165,148.70249939
555,-35.08333300,138.58333300
555,-35.08333300,138.58333300
555,-35.08333300,138.75000000
555,-35.08333300,138.75000000
555,-35.08333300,138.76666700
555,-35.08333300,138.91666700
555,-35.08333300,139.08333300
555,-35.08333300,139.08333300
555,-35.08333300,139.25000000
